ksource,keywords,knum,nsource,nnum,title,url
NAVER,대한민국 우즈베키스탄,0,DAUM,11,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,12,기념촬영하는 U-22 축구대표팀 선수들,http://v.media.daum.net/v/20191011213036961?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,13,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,대한민국 우즈베키스탄,0,DAUM,14,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,15,대표팀 동점골 좋았어,http://v.media.daum.net/v/20191011212503881?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,16,김재우 동점골 환호,http://v.media.daum.net/v/20191011212458878?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,17,김재우 동점골 환호,http://v.media.daum.net/v/20191011212452876?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,18,'손쓸수 없는 김재우의 슈팅',http://v.media.daum.net/v/20191011212445874?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,19,김재우 동점골 환호,http://v.media.daum.net/v/20191011212444873?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,20,김재우 동점골 환호,http://v.media.daum.net/v/20191011212439871?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,21,동점골 넣은 김재우,http://v.media.daum.net/v/20191011212434868?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,22,대한민국 '동점이다',http://v.media.daum.net/v/20191011212430865?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,23,대표팀 동점골 좋았어,http://v.media.daum.net/v/20191011212430866?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,24,환호의 대표팀,http://v.media.daum.net/v/20191011212422863?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,25,"[한국 우즈베키스탄] 김학범호, '김재우 동점골'로 우즈벡과 1-1 무...",http://v.media.daum.net/v/20191011212408859?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,26,"동점골 김재우, 기분좋은 손가락 세리머니 [MK포토]",http://v.media.daum.net/v/20191011212402857?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,27,"한 골씩 주고받은 한국-우즈베키스탄, 전반 종료 [축구 올림픽대표]",http://v.media.daum.net/v/20191011212400855?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,28,"김재우, 동점골 바로 이거야 [MK포토]",http://v.media.daum.net/v/20191011212400854?f=o
NAVER,대한민국 우즈베키스탄,0,DAUM,29,"김학범호, 우즈베키스탄 평가전 전반 1-1 종료",http://v.media.daum.net/v/20191011212345851?f=o
NAVER,대한민국 우즈베키스탄,0,Google,0,[한국 우즈벡]경기 기다리는 김학범 감독,https://cp.news.search.daum.net/p/85085750
NAVER,대한민국 우즈베키스탄,0,Google,1,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,대한민국 우즈베키스탄,0,Google,2,기념촬영하는 U-22 축구대표팀 선수들,http://v.media.daum.net/v/20191011213036961?f=o
NAVER,대한민국 우즈베키스탄,0,Google,3,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,대한민국 우즈베키스탄,0,Google,4,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,대한민국 우즈베키스탄,0,Google,5,대표팀 동점골 좋았어,http://v.media.daum.net/v/20191011212503881?f=o
NAVER,대한민국 우즈베키스탄,0,Google,6,김재우 동점골 환호,http://v.media.daum.net/v/20191011212458878?f=o
NAVER,대한민국 우즈베키스탄,0,Google,7,김재우 동점골 환호,http://v.media.daum.net/v/20191011212452876?f=o
NAVER,대한민국 우즈베키스탄,0,Google,8,'손쓸수 없는 김재우의 슈팅',http://v.media.daum.net/v/20191011212445874?f=o
NAVER,대한민국 우즈베키스탄,0,Google,9,김재우 동점골 환호,http://v.media.daum.net/v/20191011212444873?f=o
NAVER,대한민국 우즈베키스탄,0,Google,10,[한국 우즈벡]경기 기다리는 김학범 감독,https://cp.news.search.daum.net/p/85085750
NAVER,대한민국 우즈베키스탄,0,Google,11,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,대한민국 우즈베키스탄,0,Google,12,기념촬영하는 U-22 축구대표팀 선수들,http://v.media.daum.net/v/20191011213036961?f=o
NAVER,대한민국 우즈베키스탄,0,Google,13,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,대한민국 우즈베키스탄,0,Google,14,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,대한민국 우즈베키스탄,0,Google,15,대표팀 동점골 좋았어,http://v.media.daum.net/v/20191011212503881?f=o
NAVER,대한민국 우즈베키스탄,0,Google,16,김재우 동점골 환호,http://v.media.daum.net/v/20191011212458878?f=o
NAVER,대한민국 우즈베키스탄,0,Google,17,김재우 동점골 환호,http://v.media.daum.net/v/20191011212452876?f=o
NAVER,대한민국 우즈베키스탄,0,Google,18,'손쓸수 없는 김재우의 슈팅',http://v.media.daum.net/v/20191011212445874?f=o
NAVER,대한민국 우즈베키스탄,0,Google,19,김재우 동점골 환호,http://v.media.daum.net/v/20191011212444873?f=o
NAVER,대한민국 우즈베키스탄,0,Google,20,김재우 동점골 환호,http://v.media.daum.net/v/20191011212439871?f=o
NAVER,대한민국 우즈베키스탄,0,Google,21,동점골 넣은 김재우,http://v.media.daum.net/v/20191011212434868?f=o
NAVER,대한민국 우즈베키스탄,0,Google,22,대한민국 '동점이다',http://v.media.daum.net/v/20191011212430865?f=o
NAVER,대한민국 우즈베키스탄,0,Google,23,대표팀 동점골 좋았어,http://v.media.daum.net/v/20191011212430866?f=o
NAVER,대한민국 우즈베키스탄,0,Google,24,환호의 대표팀,http://v.media.daum.net/v/20191011212422863?f=o
NAVER,대한민국 우즈베키스탄,0,Google,25,"[한국 우즈베키스탄] 김학범호, '김재우 동점골'로 우즈벡과 1-1 무...",http://v.media.daum.net/v/20191011212408859?f=o
NAVER,대한민국 우즈베키스탄,0,Google,26,"동점골 김재우, 기분좋은 손가락 세리머니 [MK포토]",http://v.media.daum.net/v/20191011212402857?f=o
NAVER,대한민국 우즈베키스탄,0,Google,27,"한 골씩 주고받은 한국-우즈베키스탄, 전반 종료 [축구 올림픽대표]",http://v.media.daum.net/v/20191011212400855?f=o
NAVER,대한민국 우즈베키스탄,0,Google,28,"김재우, 동점골 바로 이거야 [MK포토]",http://v.media.daum.net/v/20191011212400854?f=o
NAVER,대한민국 우즈베키스탄,0,Google,29,"김학범호, 우즈베키스탄 평가전 전반 1-1 종료",http://v.media.daum.net/v/20191011212345851?f=o
NAVER,한국 우즈베키스탄,1,NAVER,0,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://stoo.asiae.co.kr/article.php?aid=58710032092
NAVER,한국 우즈베키스탄,1,NAVER,1,[한국 우즈벡] 팽팽한 공방전… 전반 1-1 마무리 ‘김재우 동점골’,http://sports.donga.com/3/all/20191011/97838713/1
NAVER,한국 우즈베키스탄,1,NAVER,2,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://news1.kr/articles/?3741657
NAVER,한국 우즈베키스탄,1,NAVER,3,[전반 분석] '주전보다는 테스트 선수'로 성과 거둔 '김학범호'의 전반,http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=322302
NAVER,한국 우즈베키스탄,1,NAVER,4,"한 골씩 주고받은 한국-우즈베키스탄, 전반 종료 [축구 올림픽대표]",http://sports.hankooki.com/lpage/soccer/201910/sp2019101121225498040.htm
NAVER,한국 우즈베키스탄,1,NAVER,5,"'김재우 동점골-상대 퇴장' 김학범호, 1-1로 전반 종료 [한국-우즈벡]",http://www.osen.co.kr/article/G1111239837
NAVER,한국 우즈베키스탄,1,NAVER,6,"'연중'-'유스케', 한국vs우즈벡 축구 경기로 결방..'만수로'는 정상방송[종합...",http://biz.heraldcorp.com/view.php?ud=201910112107410457759_1
NAVER,한국 우즈베키스탄,1,NAVER,7,"[한국 우즈베키스탄] 김학범호, '김재우 동점골'로 우즈벡과 1-1 접전(전반 종...",http://www.interfootball.co.kr/news/articleView.html?idxno=332321
NAVER,한국 우즈베키스탄,1,NAVER,8,기뻐하는 한국 선수들,http://yna.kr/PYH20191011208800061?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,9,김재우 '쓰담쓰담',http://yna.kr/PYH20191011208900013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,10,기뻐하는 한국 선수들,http://yna.kr/PYH20191011209000061?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,11,"동점골 김재우, 기분좋은 손가락 세리머니 [MK포토]",http://sports.mk.co.kr/view.php?year=2019&no=822680
NAVER,한국 우즈베키스탄,1,NAVER,12,김재우 '골이에요',http://yna.kr/PYH20191011208500013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,13,김재우 '골이에요',http://yna.kr/PYH20191011208600013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,14,"김학범호, 우즈베키스탄 평가전 전반 1-1 종료",http://www.newsis.com/view/?id=NISX20191011_0000796492&cID=10503&pID=10500
NAVER,한국 우즈베키스탄,1,NAVER,15,[포토] '반드시 막는다!',http://sports.chosun.com/news/ntype.htm?id=201910110100092470006424&servicedate=20191011
NAVER,한국 우즈베키스탄,1,NAVER,16,"김재우, 동점골 바로 이거야 [MK포토]",http://sports.mk.co.kr/view.php?year=2019&no=822676
NAVER,한국 우즈베키스탄,1,NAVER,17,"'김재우 동점골+상대 퇴장' 한국 U-22, 우즈벡과 1-1(전반 종료)",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=322309
NAVER,한국 우즈베키스탄,1,NAVER,18,기뻐하는 한국 선수들,http://yna.kr/PYH20191011208200061?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,19,동점 환호,http://yna.kr/PYH20191011208300013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,20,동점 환호,http://yna.kr/PYH20191011208400013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,21,"[포토] 김재우, 짜릿한 동점골의 순간!",http://sports.chosun.com/news/ntype.htm?id=201910110100092450006422&servicedate=20191011
NAVER,한국 우즈베키스탄,1,NAVER,22,"[포토] 김재우, 완벽한 헤더!",http://sports.chosun.com/news/ntype.htm?id=201910110100092460006423&servicedate=20191011
NAVER,한국 우즈베키스탄,1,NAVER,23,"'김재우 동점골' 한국, 우즈베키스탄전 전반 1-1 종료",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201910111940564057&ext=na
NAVER,한국 우즈베키스탄,1,NAVER,24,"'뚫렸던 김재우가 우즈베키스탄 뚫었다'…한국, 1-1 전반 종료",http://www.sportalkorea.com/news/view.php?gisa_uniq=2019101121200555&section_code=10&cp=se&sp=A
NAVER,한국 우즈베키스탄,1,NAVER,25,'동점이다',http://yna.kr/PYH20191011207800013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,26,'동점이다',http://yna.kr/PYH20191011207900013?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,27,김재우 '동점골의 주인공',http://yna.kr/PYH20191011208000061?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,28,김재우 '동점골의 주인공',http://yna.kr/PYH20191011208100061?did=1196m
NAVER,한국 우즈베키스탄,1,NAVER,29,[사진]동점골의 기쁨,http://www.osen.co.kr/article/G1111239836
NAVER,한국 우즈베키스탄,1,DAUM,0,돌파하는 한정우,http://v.media.daum.net/v/20191011213436005?f=o
NAVER,한국 우즈베키스탄,1,DAUM,1,돌파하는 한정우,http://v.media.daum.net/v/20191011213432004?f=o
NAVER,한국 우즈베키스탄,1,DAUM,2,"[스포츠타임 현장] 화끈한 공격 대결, 한국-우즈벡 '전력 노출 우려...",http://v.media.daum.net/v/20191011213301986?f=o
NAVER,한국 우즈베키스탄,1,DAUM,3,가슴으로 공 받아내는 오세훈,http://v.media.daum.net/v/20191011213230976?f=o
NAVER,한국 우즈베키스탄,1,DAUM,4,[한국 우즈벡]경기 기다리는 김학범 감독,https://cp.news.search.daum.net/p/85085750
NAVER,한국 우즈베키스탄,1,DAUM,5,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,한국 우즈베키스탄,1,DAUM,6,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,한국 우즈베키스탄,1,DAUM,7,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,한국 우즈베키스탄,1,DAUM,8,팽팽한 공방전.. 전반 1-1 마무리 '김재우 동점골' [한국 우즈벡],http://v.media.daum.net/v/20191011212817929?f=o
NAVER,한국 우즈베키스탄,1,DAUM,9,[전반 분석] '주전보다는 테스트 선수'로 성과 거둔 '김학범호'의 전반,http://v.media.daum.net/v/20191011212814928?f=o
NAVER,한국 우즈베키스탄,1,DAUM,10,돌파하는 한정우,http://v.media.daum.net/v/20191011213436005?f=o
NAVER,한국 우즈베키스탄,1,DAUM,11,돌파하는 한정우,http://v.media.daum.net/v/20191011213432004?f=o
NAVER,한국 우즈베키스탄,1,DAUM,12,"[스포츠타임 현장] 화끈한 공격 대결, 한국-우즈벡 '전력 노출 우려...",http://v.media.daum.net/v/20191011213301986?f=o
NAVER,한국 우즈베키스탄,1,DAUM,13,가슴으로 공 받아내는 오세훈,http://v.media.daum.net/v/20191011213230976?f=o
NAVER,한국 우즈베키스탄,1,DAUM,14,[한국 우즈벡]경기 기다리는 김학범 감독,https://cp.news.search.daum.net/p/85085750
NAVER,한국 우즈베키스탄,1,DAUM,15,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,한국 우즈베키스탄,1,DAUM,16,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,한국 우즈베키스탄,1,DAUM,17,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,한국 우즈베키스탄,1,DAUM,18,팽팽한 공방전.. 전반 1-1 마무리 '김재우 동점골' [한국 우즈벡],http://v.media.daum.net/v/20191011212817929?f=o
NAVER,한국 우즈베키스탄,1,DAUM,19,[전반 분석] '주전보다는 테스트 선수'로 성과 거둔 '김학범호'의 전반,http://v.media.daum.net/v/20191011212814928?f=o
NAVER,한국 우즈베키스탄,1,DAUM,20,"'김재우 동점골-상대 퇴장' 김학범호, 1-1로 전반 종료 [한국-우즈벡]",http://v.media.daum.net/v/20191011212610897?f=o
NAVER,한국 우즈베키스탄,1,DAUM,21,기뻐하는 한국 선수들,http://v.media.daum.net/v/20191011212438870?f=o
NAVER,한국 우즈베키스탄,1,DAUM,22,김재우 '쓰담쓰담',http://v.media.daum.net/v/20191011212434869?f=o
NAVER,한국 우즈베키스탄,1,DAUM,23,기뻐하는 한국 선수들,http://v.media.daum.net/v/20191011212431867?f=o
NAVER,한국 우즈베키스탄,1,DAUM,24,"[한국 우즈베키스탄] 김학범호, '김재우 동점골'로 우즈벡과 1-1 무...",http://v.media.daum.net/v/20191011212408859?f=o
NAVER,한국 우즈베키스탄,1,DAUM,25,"동점골 김재우, 기분좋은 손가락 세리머니 [MK포토]",http://v.media.daum.net/v/20191011212402857?f=o
NAVER,한국 우즈베키스탄,1,DAUM,26,"한 골씩 주고받은 한국-우즈베키스탄, 전반 종료 [축구 올림픽대표]",http://v.media.daum.net/v/20191011212400855?f=o
NAVER,한국 우즈베키스탄,1,DAUM,27,"김재우, 동점골 바로 이거야 [MK포토]",http://v.media.daum.net/v/20191011212400854?f=o
NAVER,한국 우즈베키스탄,1,DAUM,28,김재우 '골이에요',http://v.media.daum.net/v/20191011212347853?f=o
NAVER,한국 우즈베키스탄,1,DAUM,29,"김학범호, 우즈베키스탄 평가전 전반 1-1 종료",http://v.media.daum.net/v/20191011212345851?f=o
NAVER,한국 우즈베키스탄,1,Google,0,돌파하는 한정우,http://v.media.daum.net/v/20191011213436005?f=o
NAVER,한국 우즈베키스탄,1,Google,1,돌파하는 한정우,http://v.media.daum.net/v/20191011213432004?f=o
NAVER,한국 우즈베키스탄,1,Google,2,"[스포츠타임 현장] 화끈한 공격 대결, 한국-우즈벡 '전력 노출 우려...",http://v.media.daum.net/v/20191011213301986?f=o
NAVER,한국 우즈베키스탄,1,Google,3,가슴으로 공 받아내는 오세훈,http://v.media.daum.net/v/20191011213230976?f=o
NAVER,한국 우즈베키스탄,1,Google,4,[한국 우즈벡]경기 기다리는 김학범 감독,https://cp.news.search.daum.net/p/85085750
NAVER,한국 우즈베키스탄,1,Google,5,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,한국 우즈베키스탄,1,Google,6,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,한국 우즈베키스탄,1,Google,7,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,한국 우즈베키스탄,1,Google,8,팽팽한 공방전.. 전반 1-1 마무리 '김재우 동점골' [한국 우즈벡],http://v.media.daum.net/v/20191011212817929?f=o
NAVER,한국 우즈베키스탄,1,Google,9,[전반 분석] '주전보다는 테스트 선수'로 성과 거둔 '김학범호'의 전반,http://v.media.daum.net/v/20191011212814928?f=o
NAVER,한국 우즈베키스탄,1,Google,10,돌파하는 한정우,http://v.media.daum.net/v/20191011213436005?f=o
NAVER,한국 우즈베키스탄,1,Google,11,돌파하는 한정우,http://v.media.daum.net/v/20191011213432004?f=o
NAVER,한국 우즈베키스탄,1,Google,12,"[스포츠타임 현장] 화끈한 공격 대결, 한국-우즈벡 '전력 노출 우려...",http://v.media.daum.net/v/20191011213301986?f=o
NAVER,한국 우즈베키스탄,1,Google,13,가슴으로 공 받아내는 오세훈,http://v.media.daum.net/v/20191011213230976?f=o
NAVER,한국 우즈베키스탄,1,Google,14,[한국 우즈벡]경기 기다리는 김학범 감독,https://cp.news.search.daum.net/p/85085750
NAVER,한국 우즈베키스탄,1,Google,15,"김학범호, 김재우 동점골로 우즈벡과 1-1 접전(전반 종료)",http://v.media.daum.net/v/20191011213120967?f=o
NAVER,한국 우즈베키스탄,1,Google,16,"강성종 신한대 총장, 문희상 국회의장 예방",https://cp.news.search.daum.net/p/85085746
NAVER,한국 우즈베키스탄,1,Google,17,"U-22 대표팀, 우즈베키스탄과 평가전서 1-1 비긴 채 전반종료",http://v.media.daum.net/v/20191011212835932?f=o
NAVER,한국 우즈베키스탄,1,Google,18,팽팽한 공방전.. 전반 1-1 마무리 '김재우 동점골' [한국 우즈벡],http://v.media.daum.net/v/20191011212817929?f=o
NAVER,한국 우즈베키스탄,1,Google,19,[전반 분석] '주전보다는 테스트 선수'로 성과 거둔 '김학범호'의 전반,http://v.media.daum.net/v/20191011212814928?f=o
NAVER,한국 우즈베키스탄,1,Google,20,"'김재우 동점골-상대 퇴장' 김학범호, 1-1로 전반 종료 [한국-우즈벡]",http://v.media.daum.net/v/20191011212610897?f=o
NAVER,한국 우즈베키스탄,1,Google,21,기뻐하는 한국 선수들,http://v.media.daum.net/v/20191011212438870?f=o
NAVER,한국 우즈베키스탄,1,Google,22,김재우 '쓰담쓰담',http://v.media.daum.net/v/20191011212434869?f=o
NAVER,한국 우즈베키스탄,1,Google,23,기뻐하는 한국 선수들,http://v.media.daum.net/v/20191011212431867?f=o
NAVER,한국 우즈베키스탄,1,Google,24,"[한국 우즈베키스탄] 김학범호, '김재우 동점골'로 우즈벡과 1-1 무...",http://v.media.daum.net/v/20191011212408859?f=o
NAVER,한국 우즈베키스탄,1,Google,25,"동점골 김재우, 기분좋은 손가락 세리머니 [MK포토]",http://v.media.daum.net/v/20191011212402857?f=o
NAVER,한국 우즈베키스탄,1,Google,26,"한 골씩 주고받은 한국-우즈베키스탄, 전반 종료 [축구 올림픽대표]",http://v.media.daum.net/v/20191011212400855?f=o
NAVER,한국 우즈베키스탄,1,Google,27,"김재우, 동점골 바로 이거야 [MK포토]",http://v.media.daum.net/v/20191011212400854?f=o
NAVER,한국 우즈베키스탄,1,Google,28,김재우 '골이에요',http://v.media.daum.net/v/20191011212347853?f=o
NAVER,한국 우즈베키스탄,1,Google,29,"김학범호, 우즈베키스탄 평가전 전반 1-1 종료",http://v.media.daum.net/v/20191011212345851?f=o
NAVER,코오롱티슈진,2,NAVER,0,코오롱티슈진 상장 폐지 모면...1년간 개선 기회 부여,http://www.newsworks.co.kr/news/articleView.html?idxno=402107
NAVER,코오롱티슈진,2,NAVER,1,"코오롱티슈진, 상장폐지 일단 면했다",https://www.hankyung.com/finance/article/2019101193751
